id,q_id,q_content,a_score,a_id,match,a_content,a_publish_date
426,14,近年辽宁出生率如何,9.175087,17781,0,近年来，我国高温强降水等极端事件增多增强,2021/8/5
427,14,近年辽宁出生率如何,8.729127,1383,0,卫健委：去年二孩占总出生人口的50%左右,2019/5/24
428,14,近年辽宁出生率如何,8.672865,1907,0,被告冷血短信曝光：“我不在乎人们将来如何记住我”,2019/6/19
429,14,近年辽宁出生率如何,8.672865,14992,0,目前资料无法确定新冠病毒如何传入华南海鲜市场,2021/2/10
430,14,近年辽宁出生率如何,8.634485,17520,0,7月21日，国家卫健委：根据对2021年上半年人口出生监测的情况来看，今年的出生人口和生育水平仍然会呈现走低的趋势,2021/7/22
431,14,近年辽宁出生率如何,8.617918,16628,0,江苏南通、扬州先后官宣：近年来首次出现人口净流入,2021/5/28
432,14,近年辽宁出生率如何,8.571237,18067,0,8月20日，辽宁鞍山,2021/8/22
433,14,近年辽宁出生率如何,8.493681,9457,0,《Nature Human Behaviour》上人类行为：社交网络如何塑造我们的感知偏差,2020/5/11
434,14,近年辽宁出生率如何,8.382747,16473,0,两次普查对应年份出生人口平均每年修订增百万人,2021/5/18
435,14,近年辽宁出生率如何,8.282604,1244,0,5月14日，太阳活动引发近年最强地磁暴，或增加卫星脱轨风险,2019/5/16
436,14,近年辽宁出生率如何,8.282604,6302,0,借用比特币矿机盗电，成为近年来新型的窃电犯罪手段,2019/12/23
437,14,近年辽宁出生率如何,8.219666,2663,0,这对两岁双胞胎姐妹来自巴基斯坦，出生时颅骨和血管相连,2019/7/20
438,14,近年辽宁出生率如何,8.219666,14041,0,俄日争议岛屿出生者在申请美国绿卡时将被认为是日本公民,2020/12/9
439,14,近年辽宁出生率如何,8.156644,7299,0,《自然》刊发中国论文：全球最早公布的新冠序列如何在上海破译,2020/2/5
440,14,近年辽宁出生率如何,7.997961,4662,0,超两万技术人员如何减少重复造轮子：腾讯推进内部开源协同,2019/10/13
441,14,近年辽宁出生率如何,7.997961,7623,0,《自然·能源》同时发七篇文章，探讨极端天气事件如何影响能源系统,2020/2/21
442,14,近年辽宁出生率如何,7.9724064,3467,0,近年来，德国、法国、荷兰、挪威、英国、印度等国家相继提出禁售燃油汽车时间表,2019/8/23
443,14,近年辽宁出生率如何,7.845334,9020,0,《科学》：美国新发现引力波可研究黑洞如何配对，有望揭示更多奇特并和事件,2020/4/22
444,14,近年辽宁出生率如何,7.845334,9596,0,1传28，舒兰疫情传染链继续延长，源头洗衣工如何被传染仍在调查,2020/5/17
445,14,近年辽宁出生率如何,7.845334,13419,0,近日，杭州女生研究如何让大闸蟹膏更厚，获世界顶尖科学家大会颁奖,2020/11/8
446,14,近年辽宁出生率如何,7.796526,4526,0,《科学进展》：一个国际科研团队借助超高分辨率的荧光显微镜，成功“看”到了艾滋病病毒如何在细胞间传播以及这一过程所需的分子物质，为抗艾药物研发提供了新思路,2019/10/7
447,14,近年辽宁出生率如何,7.698423,14201,0,近日，年度国际物理奥赛中国队包揽前五，北大学子揭秘金牌如何炼成,2020/12/19
448,14,近年辽宁出生率如何,7.6262083,5256,0,11月7日，《自然》：中国学者“算”出生物迁徙进化规律，为“造物”提供最新理念,2019/11/8
449,15,近年东北人口增长率如何,29.096443,200,0,人口自然增长率-1.00‰,2019/3/24
450,15,近年东北人口增长率如何,26.450636,16167,0,当地时间4月26日，美国人口普查局：美国总人口目前已超过3.31亿人，过去十年的人口增长速度却创下美国历史上第二低的增长率,2021/4/28
451,15,近年东北人口增长率如何,23.006245,16032,0,近年，数据显示，2008年至2018年，从事制造业的农民工平均年增长率为-2.84％,2021/4/19
452,15,近年东北人口增长率如何,21.133188,1343,0,经合组织预计2019年中国经济增长率为6.2%，美国经济增长率2.8%,2019/5/22
453,15,近年东北人口增长率如何,19.815472,16070,0,截至4月20日，根据全国各地级市披露的人口数据显示，目前我国有8个城市人口自然增长率小于0,2021/4/22
454,15,近年东北人口增长率如何,19.056963,200,1,近10年来，东北劳动力人口负增长情况严重，加上出生率全国垫底、老龄化程度全国最高，人口形势堪忧,2019/3/24
455,15,近年东北人口增长率如何,18.757828,3612,0,8月28日，IDC和浪潮报告：未来5年，我国人工智能市场总体规模将保持高增长率，年复合增长率将达44.9%，超过170亿美元,2019/8/29
456,15,近年东北人口增长率如何,16.567417,15167,0,2月23日，国资委：今年央企目标是增速要高于国民经济增长率,2021/2/24
457,15,近年东北人口增长率如何,15.716382,3288,0,8月15日下午，香港政府下调全年实质增长率预测，推7项措施撑企业、保就业,2019/8/16
458,15,近年东北人口增长率如何,15.716382,6283,0,印度第三季度GDP增长率为4.5%，低于此前经济学家所预计的4.7%,2019/12/22
459,15,近年东北人口增长率如何,15.451805,13899,0,12月1日，世卫：老年群体是中国艾滋病感染者报告数年增长率最高的群体,2020/12/2
460,15,近年东北人口增长率如何,15.195989,14356,0,2019中国科技论文统计结果：高质量国际论文数排世界第二，增长率分别达到20%和30%,2020/12/30
461,15,近年东北人口增长率如何,15.011981,16628,0,江苏南通、扬州先后官宣：近年来首次出现人口净流入,2021/5/28
462,15,近年东北人口增长率如何,13.421808,6890,0,中国大陆总人口突破14亿，人口出生率为10.48‰，死亡率为7.14‰,2020/1/18
463,15,近年东北人口增长率如何,12.675341,200,0,死亡人口32.3万人，死亡率7.39‰,2019/3/24
464,15,近年东北人口增长率如何,10.642237,775,0,净利润率约为8%，同比略有增长,2019/4/23
465,15,近年东北人口增长率如何,10.539128,200,0,近日，2018年辽宁统计公报公布：全年出生人口27.9万人，出生率6.39‰,2019/3/24
466,15,近年东北人口增长率如何,10.333292,8898,0,31省份常住人口数据出炉：广东浙江年增百万 4地出现负增长,2020/4/16
467,15,近年东北人口增长率如何,10.183539,6888,0,去年最终消费支出对经济增长贡献率为57.8%,2020/1/18
468,15,近年东北人口增长率如何,10.077667,16204,0,4月29日，国家统计局：我国人口继续保持增长，具体数据将在第七次全国人口普查公报中发布,2021/4/30
469,15,近年东北人口增长率如何,9.968706,4351,0,消费对经济增长贡献率上升到2018年的76.2%,2019/9/30
470,15,近年东北人口增长率如何,9.913731,12559,0,近日，韩国统计局：韩国7月出生人口比去年同期减少8.5%，创韩国1981年按月统计出生人口以来7月份出生率新低,2020/9/26
471,15,近年东北人口增长率如何,9.773747,9057,0,沿海四个经济大省中，广东和浙江的人口快速增长，江苏和山东较满,2020/4/23
472,15,近年东北人口增长率如何,9.6955595,8984,0,村干部：正调查孩子如何进入,2020/4/20
473,15,近年东北人口增长率如何,9.56513,5361,0,苏宁：全渠道订单量增长76%，物流发货完成率达99.6%,2019/11/12
474,15,近年东北人口增长率如何,9.56513,16958,0,同时大幅上调今年美国通货膨胀率增长预期至3.4%,2021/6/17
475,15,近年东北人口增长率如何,9.556948,8901,0,应勇：继续加强无症状感染者筛查防控，确保湖北人民健康外出,2020/4/17
476,15,近年东北人口增长率如何,9.43321,2473,0,浙江2018阅读报告：阅读人口连续三年增长，台州人均图书借阅量排浙江省第一,2019/7/11
477,15,近年东北人口增长率如何,9.271689,68,0,多省份2018年度常住人口数据陆续出炉：广东山东破亿，北京辽宁负增长,2019/3/17
478,15,近年东北人口增长率如何,9.175087,17781,0,近年来，我国高温强降水等极端事件增多增强,2021/8/5
479,15,近年东北人口增长率如何,9.115604,16070,0,其中，江苏的泰州、扬州、镇江、常州和无锡5个城市，全部在2020年迈入自然人口负增长行列,2021/4/22
480,15,近年东北人口增长率如何,8.98295,10967,0,《柳叶刀》：美国一项最新权威研究表明全球生育率正面临大面积下降趋势，据该研究预测，到21世纪末几乎每个国家的人口都会减少，23国人口恐减半,2020/7/17
481,16,近年全国独生子女护理假落实情况如何,74.80301,201,1,不完全统计，截至3月22日，全国至少已有14地落实了“独生子女护理假”相关政策，另外还有4省份也针对“独生子女护理假”提出了相关建议,2019/3/24
482,16,近年全国独生子女护理假落实情况如何,22.073439,14383,0,民法典司法解释：夫妻一致同意人工授精所生子女视为婚生子女,2020/12/31
483,16,近年全国独生子女护理假落实情况如何,21.207636,8929,0,哈尔滨3个督导组对13家商超防疫措施落实情况督导检查,2020/4/18
484,16,近年全国独生子女护理假落实情况如何,20.817806,6257,0,义务教育教师平均工资不低于公务员，明年将开展落实情况督导,2019/12/21
485,16,近年全国独生子女护理假落实情况如何,16.060518,2563,0,深圳不再公布楼市均价，官方回应：不能反应市场真实情况 ,2019/7/15
486,16,近年全国独生子女护理假落实情况如何,12.237082,2388,0,苹果商店存在非常严重的“刷好评”、“假软件骗钱”的情况，刷分卖家：知名企业也找我“优化”​​,2019/7/8
487,16,近年全国独生子女护理假落实情况如何,11.752663,8037,0,3月9日，民政部养老服务司司长俞建良：全国有200多万老人住养老院，护理员只有20多万，1个护理员服务近10个老人,2020/3/10
488,16,近年全国独生子女护理假落实情况如何,10.901459,8942,0,全国没有发生大规模裁员的情况,2020/4/18
489,16,近年全国独生子女护理假落实情况如何,10.707254,1598,0,发放市级人才服务证，享受配偶（子女）就业、子女入学入托等便利服务,2019/6/4
490,16,近年全国独生子女护理假落实情况如何,10.567956,7534,0,山东防控一线人员子女中考参照军人子女优待,2020/2/16
491,16,近年全国独生子女护理假落实情况如何,10.38932,5209,0,全国学生营养办预警：确保冬季学生用餐安全，落实校长陪餐制,2019/11/6
492,16,近年全国独生子女护理假落实情况如何,10.119919,14049,0,科研人员研究发现，噩梦能够减少人们面对现实情况时产生的恐惧和焦虑：噩梦为我们提供了一次演习负面情绪的机会，像是提前打过了“预防针”，可以更好地应对,2020/12/10
493,16,近年全国独生子女护理假落实情况如何,9.912637,14437,0,丈夫隐瞒艾滋结婚生子，上海法院首次适用民法典撤销婚姻关系,2021/1/5
494,16,近年全国独生子女护理假落实情况如何,9.731842,8037,0,疫情前养老院就普遍存在护理力量紧缺问题,2020/3/10
495,16,近年全国独生子女护理假落实情况如何,9.6955595,8984,0,村干部：正调查孩子如何进入,2020/4/20
496,16,近年全国独生子女护理假落实情况如何,9.57745,3769,0,财政部公布2018年全国彩票情况：销售彩票51147173万元,2019/9/5
497,16,近年全国独生子女护理假落实情况如何,9.53078,3574,0,国家卫健委：首次从国家层面给老年护理建立评估标准,2019/8/28
498,16,近年全国独生子女护理假落实情况如何,9.53078,11523,0,哈佛大学开发新凝血剂，把握创伤护理“黄金时间”,2020/8/10
499,16,近年全国独生子女护理假落实情况如何,9.284112,8629,0,近日，华北空管局通信网络中心应急演练：落实全国两会网络安全要求,2020/4/5
500,16,近年全国独生子女护理假落实情况如何,9.204802,1811,0,近日，全国多地通报公务员考试违纪情况，作弊考生已记入诚信档案,2019/6/15
501,16,近年全国独生子女护理假落实情况如何,9.175087,17781,0,近年来，我国高温强降水等极端事件增多增强,2021/8/5
502,16,近年全国独生子女护理假落实情况如何,8.672865,1907,0,被告冷血短信曝光：“我不在乎人们将来如何记住我”,2019/6/19
503,16,近年全国独生子女护理假落实情况如何,8.672865,14992,0,目前资料无法确定新冠病毒如何传入华南海鲜市场,2021/2/10
504,16,近年全国独生子女护理假落实情况如何,8.648781,884,0,海南博鳌银丰康养国际医院假宫颈癌疫苗案进展：38人打了涉假宫颈癌疫苗，年龄20到50岁，多为房产销售,2019/4/29
505,16,近年全国独生子女护理假落实情况如何,8.617918,16628,0,江苏南通、扬州先后官宣：近年来首次出现人口净流入,2021/5/28
506,16,近年全国独生子女护理假落实情况如何,8.540218,17659,0,全国人大解读武警法新规：遇重大灾情等情况，可边行动边报告,2021/7/30
507,16,近年全国独生子女护理假落实情况如何,8.493681,9457,0,《Nature Human Behaviour》上人类行为：社交网络如何塑造我们的感知偏差,2020/5/11
508,16,近年全国独生子女护理假落实情况如何,8.471897,6061,0,国家发改委：中小学放春秋假有望“提上日程”,2019/12/13
509,16,近年全国独生子女护理假落实情况如何,8.282604,1244,0,5月14日，太阳活动引发近年最强地磁暴，或增加卫星脱轨风险,2019/5/16
510,16,近年全国独生子女护理假落实情况如何,8.282604,6302,0,借用比特币矿机盗电，成为近年来新型的窃电犯罪手段,2019/12/23
511,16,近年全国独生子女护理假落实情况如何,8.2213955,8214,0,《科学》主编呼吁：机构应延长新冠研究人员任期，帮照顾子女,2020/3/18
512,16,近年全国独生子女护理假落实情况如何,8.178944,4811,0,国家计划未来三年培养二百万名养老护理员，无学历也可入职,2019/10/19
513,17,近年中国人口流入量靠前的是哪些省,49.081947,202,1,2018年，中国人口流入量前五的是广东、浙江、安徽、重庆和陕西,2019/3/24
514,17,近年中国人口流入量靠前的是哪些省,23.443436,16628,0,江苏南通、扬州先后官宣：近年来首次出现人口净流入,2021/5/28
515,17,近年中国人口流入量靠前的是哪些省,23.054134,16373,0,中国人口平均年龄38.8岁，依然年富力强,2021/5/12
516,17,近年中国人口流入量靠前的是哪些省,20.151608,13987,0,他表示，因为妻子是中国人，自己的安全许可更新申请遭到拒绝,2020/12/5
517,17,近年中国人口流入量靠前的是哪些省,19.661333,5123,0,国家卫健委：2018年中国人均预期寿命为77.0岁，但中国人均健康预期寿命仅为68.7岁，患有一种以上慢性病的老年人比例高达75%,2019/11/2
518,17,近年中国人口流入量靠前的是哪些省,19.549583,17376,0,2021年中国人均基本公共卫生服务经费补助标准为79元,2021/7/14
519,17,近年中国人口流入量靠前的是哪些省,19.20319,9057,1,31省最新人口数据出炉：广东山东破亿，浙江净流入居首,2020/4/23
520,17,近年中国人口流入量靠前的是哪些省,18.856361,11470,0,8月7日，国家统计局：2019年中国人均国民总收入10410美元,2020/8/8
521,17,近年中国人口流入量靠前的是哪些省,18.04524,4999,0,中国人首次当选IEC（国际电工委员会，是制定电工电子领域国际标准的组织）主席,2019/10/28
522,17,近年中国人口流入量靠前的是哪些省,17.805643,497,0,今年是新中国植树节设立40周年，中国人工林，世界第一,2019/4/9
523,17,近年中国人口流入量靠前的是哪些省,17.47272,12313,0,中国人民银行：在江西、山东两省三市开展普惠金融改革试验,2020/9/15
524,17,近年中国人口流入量靠前的是哪些省,17.183582,14531,0,1月10日，是首个中国人民警察节，全国各地皆有庆祝,2021/1/11
525,17,近年中国人口流入量靠前的是哪些省,17.163015,621,0,中国人民银行副行长：中国股市正显示出触底和复苏迹象，随着中国进一步开放债市和股市，去年外国证券投资流入达到创纪录的1200亿美元,2019/4/15
526,17,近年中国人口流入量靠前的是哪些省,16.163095,4361,0,马云也是迄今为止唯一获得该等级勋章的中国人,2019/9/30
527,17,近年中国人口流入量靠前的是哪些省,16.15331,13308,0,法国社交媒体上近日出现有关“中国人传播病毒”的污名化帖文，针对华裔进行辱骂甚至死亡威胁，号召“袭击在街上遇见的每个中国人”,2020/11/3
528,17,近年中国人口流入量靠前的是哪些省,16.072357,16263,0,他们打劫的理由是：中国人有大量的珠宝和现金，真的很有钱,2021/5/5
529,17,近年中国人口流入量靠前的是哪些省,16.016634,6767,0,国家发改委：2019年中国人均GDP将首次超过1万美元，国内生产总值预计接近100万亿人民币,2020/1/13
530,17,近年中国人口流入量靠前的是哪些省,15.517643,15933,0,4月11日，《中国人工智能发展报告2020》显示，过去十年全球人工智能专利申请量超52万件,2021/4/13
531,17,近年中国人口流入量靠前的是哪些省,14.960463,16263,0,4月底，三名来自克罗地亚的男子在西班牙被逮捕，据称他们是一个在欧洲地区专门打劫中国人的犯罪团伙中的骨干成员,2021/5/5
532,17,近年中国人口流入量靠前的是哪些省,14.888191,2473,0,浙江2018阅读报告：阅读人口连续三年增长，台州人均图书借阅量排浙江省第一,2019/7/11
533,17,近年中国人口流入量靠前的是哪些省,14.773429,10806,0,中国每万人口发明专利拥有量达到14.3件,2020/7/10
534,17,近年中国人口流入量靠前的是哪些省,14.499908,15774,0,近日，美国男子高喊“向中国人开枪”、做射击手势，被警察当场逮捕,2021/4/3
535,17,近年中国人口流入量靠前的是哪些省,14.443679,14531,0,香港警队祝贺首个中国人民警察节，向为人民服务的警察致敬,2021/1/11
536,17,近年中国人口流入量靠前的是哪些省,14.359774,16373,0,第七次全国人口普查结果：中国大陆总人口为141178万人,2021/5/12
537,17,近年中国人口流入量靠前的是哪些省,14.217821,4241,0,9月24日，国家发改委：中国人均GDP达6.46万元,2019/9/25
538,17,近年中国人口流入量靠前的是哪些省,14.192056,4940,0,地时间周四，英国警方确认在埃塞克斯郡货车内发现的39具尸体都是中国人,2019/10/25
539,17,近年中国人口流入量靠前的是哪些省,14.017361,5928,0,12月6日，中国人民银行开展中期借贷便利（MLF）操作3000亿元，比当日到期量多1125亿元，期限为1年，利率为3.25%,2019/12/7
540,17,近年中国人口流入量靠前的是哪些省,13.986671,11080,0,7月21日，中国政府网发布国务院关于同意设立“中国人民警察节”的批复称，自2021年起，将每年1月10日设立为“中国人民警察节”，具体工作由公安部组织实施,2020/7/22
541,17,近年中国人口流入量靠前的是哪些省,13.685337,7693,0,近日，中国人民银行正式发布《金融分布式账本技术安全规范》,2020/2/24
542,17,近年中国人口流入量靠前的是哪些省,13.677517,7309,0,近日，佛罗伦萨市长纳德拉在推特发起“拥抱一个中国人”的话题活动，鼓励全世界与中国人共同应对新冠病毒疫情挑战，意大利公民纷纷在推特发拥抱合影,2020/2/5
543,17,近年中国人口流入量靠前的是哪些省,13.587003,281,0,法国的国家空间研究中心与中方签订的一项太空合作协议：法国人将在2023-2024年间搭乘中国的嫦娥6号月球探测器，与中国人一起探索月球,2019/3/28
544,17,近年中国人口流入量靠前的是哪些省,13.433779,1287,0,科技部战略规划司副司长：中国人工智能原始创新能力不足,2019/5/18
545,18,近年中国人口流出量靠前的是哪些省,40.127407,202,1,流出量前五的是北京、山东、湖北、江西、河南,2019/3/24
546,18,近年中国人口流出量靠前的是哪些省,25.31202,202,0,2018年，中国人口流入量前五的是广东、浙江、安徽、重庆和陕西,2019/3/24
547,18,近年中国人口流出量靠前的是哪些省,23.054134,16373,0,中国人口平均年龄38.8岁，依然年富力强,2021/5/12
548,18,近年中国人口流出量靠前的是哪些省,20.151608,13987,0,他表示，因为妻子是中国人，自己的安全许可更新申请遭到拒绝,2020/12/5
549,18,近年中国人口流出量靠前的是哪些省,19.661333,5123,0,国家卫健委：2018年中国人均预期寿命为77.0岁，但中国人均健康预期寿命仅为68.7岁，患有一种以上慢性病的老年人比例高达75%,2019/11/2
550,18,近年中国人口流出量靠前的是哪些省,19.549583,17376,0,2021年中国人均基本公共卫生服务经费补助标准为79元,2021/7/14
551,18,近年中国人口流出量靠前的是哪些省,18.856361,11470,0,8月7日，国家统计局：2019年中国人均国民总收入10410美元,2020/8/8
552,18,近年中国人口流出量靠前的是哪些省,18.04524,4999,0,中国人首次当选IEC（国际电工委员会，是制定电工电子领域国际标准的组织）主席,2019/10/28
553,18,近年中国人口流出量靠前的是哪些省,17.805643,497,0,今年是新中国植树节设立40周年，中国人工林，世界第一,2019/4/9
554,18,近年中国人口流出量靠前的是哪些省,17.47272,12313,0,中国人民银行：在江西、山东两省三市开展普惠金融改革试验,2020/9/15
555,18,近年中国人口流出量靠前的是哪些省,17.183582,14531,0,1月10日，是首个中国人民警察节，全国各地皆有庆祝,2021/1/11
556,18,近年中国人口流出量靠前的是哪些省,16.163095,4361,0,马云也是迄今为止唯一获得该等级勋章的中国人,2019/9/30
557,18,近年中国人口流出量靠前的是哪些省,16.15331,13308,0,法国社交媒体上近日出现有关“中国人传播病毒”的污名化帖文，针对华裔进行辱骂甚至死亡威胁，号召“袭击在街上遇见的每个中国人”,2020/11/3
558,18,近年中国人口流出量靠前的是哪些省,16.072357,16263,0,他们打劫的理由是：中国人有大量的珠宝和现金，真的很有钱,2021/5/5
559,18,近年中国人口流出量靠前的是哪些省,16.016634,6767,0,国家发改委：2019年中国人均GDP将首次超过1万美元，国内生产总值预计接近100万亿人民币,2020/1/13
560,18,近年中国人口流出量靠前的是哪些省,15.011981,16628,0,江苏南通、扬州先后官宣：近年来首次出现人口净流入,2021/5/28
561,18,近年中国人口流出量靠前的是哪些省,14.960463,16263,0,4月底，三名来自克罗地亚的男子在西班牙被逮捕，据称他们是一个在欧洲地区专门打劫中国人的犯罪团伙中的骨干成员,2021/5/5
562,18,近年中国人口流出量靠前的是哪些省,14.499908,15774,0,近日，美国男子高喊“向中国人开枪”、做射击手势，被警察当场逮捕,2021/4/3
563,18,近年中国人口流出量靠前的是哪些省,14.443679,14531,0,香港警队祝贺首个中国人民警察节，向为人民服务的警察致敬,2021/1/11
564,18,近年中国人口流出量靠前的是哪些省,14.359774,16373,0,第七次全国人口普查结果：中国大陆总人口为141178万人,2021/5/12
565,18,近年中国人口流出量靠前的是哪些省,14.217821,4241,0,9月24日，国家发改委：中国人均GDP达6.46万元,2019/9/25
566,18,近年中国人口流出量靠前的是哪些省,14.192056,4940,0,地时间周四，英国警方确认在埃塞克斯郡货车内发现的39具尸体都是中国人,2019/10/25
567,18,近年中国人口流出量靠前的是哪些省,13.986671,11080,0,7月21日，中国政府网发布国务院关于同意设立“中国人民警察节”的批复称，自2021年起，将每年1月10日设立为“中国人民警察节”，具体工作由公安部组织实施,2020/7/22
568,18,近年中国人口流出量靠前的是哪些省,13.685337,7693,0,近日，中国人民银行正式发布《金融分布式账本技术安全规范》,2020/2/24
569,18,近年中国人口流出量靠前的是哪些省,13.677517,7309,0,近日，佛罗伦萨市长纳德拉在推特发起“拥抱一个中国人”的话题活动，鼓励全世界与中国人共同应对新冠病毒疫情挑战，意大利公民纷纷在推特发拥抱合影,2020/2/5
570,18,近年中国人口流出量靠前的是哪些省,13.587003,281,0,法国的国家空间研究中心与中方签订的一项太空合作协议：法国人将在2023-2024年间搭乘中国的嫦娥6号月球探测器，与中国人一起探索月球,2019/3/28
571,18,近年中国人口流出量靠前的是哪些省,13.433779,1287,0,科技部战略规划司副司长：中国人工智能原始创新能力不足,2019/5/18
572,18,近年中国人口流出量靠前的是哪些省,13.433779,2906,0,近日，越南破获最大网赌集团，逮捕380名中国人，涉案金额达30亿元,2019/7/30
573,18,近年中国人口流出量靠前的是哪些省,13.433779,9475,0,最大规模中国人基因库研究结果首次发表，汉族可分成7个亚群,2020/5/12
574,18,近年中国人口流出量靠前的是哪些省,13.433779,6936,0,加快推进《中国人民银行法》《商业银行法》等重点立法,2020/1/20
575,18,近年中国人口流出量靠前的是哪些省,13.39665,12911,0,预计2020年中国经济将增长1.9%，是全球唯一实现正增长的主要经济体,2020/10/14
576,18,近年中国人口流出量靠前的是哪些省,13.267523,11589,0,中国人民银行12日以利率招标方式开展了1400亿元的7天期逆回购操作,2020/8/13
577,19,通俄门检察官穆勒向美司法部提交报告后有何建议,70.9859,204,1,历时675天！“通俄门”检察官穆勒向美司法部提交最终调查报告 ，表示不建议再提任何起诉，但没有对外透露更多细节,2019/3/24
578,19,通俄门检察官穆勒向美司法部提交报告后有何建议,52.803555,4983,0,外媒：美司法部开启对穆勒“通俄门”调查的刑事调查,2019/10/27
579,19,通俄门检察官穆勒向美司法部提交报告后有何建议,39.93211,686,1,当地时间18日，穆勒关于“通俄门”删节版报告已提交国会，并在美司法部网站上向公众公布，该报告长达448页，结论是俄罗斯曾试图干预2016年美国总统大选，但特朗普竞选团队和俄罗斯之间“没有勾结”,2019/4/19
580,19,通俄门检察官穆勒向美司法部提交报告后有何建议,27.027725,2631,0,美司法部要求暂停执行对高通的反垄断裁决，国防部能源部力挺,2019/7/18
581,19,通俄门检察官穆勒向美司法部提交报告后有何建议,26.226673,13086,0,谷歌随后回应美司法部：该诉讼存“严重缺陷”,2020/10/22
582,19,通俄门检察官穆勒向美司法部提交报告后有何建议,24.083792,12724,0,美媒：特朗普政府最早下周将对谷歌提起反垄断诉讼，美国司法部和州检察长已就该诉讼进行了讨论,2020/10/4
583,19,通俄门检察官穆勒向美司法部提交报告后有何建议,21.966179,15235,0,当地时间26日，美司法部指控300余人参与国会暴乱，至少280人被捕,2021/2/28
584,19,通俄门检察官穆勒向美司法部提交报告后有何建议,21.92124,14235,0,近日，财政部、司法部：6支综合行政执法队伍统一制服，解决着装五花八门,2020/12/22
585,19,通俄门检察官穆勒向美司法部提交报告后有何建议,21.57672,3753,0,9月3日，华为回应美司法部调查：所谓刑案未涉核心技术，目的是打击华为,2019/9/4
586,19,通俄门检察官穆勒向美司法部提交报告后有何建议,21.57672,13969,0,当地时间3日，美司法部起诉脸书歧视美国人：“高薪工作优先雇佣外籍劳工”,2020/12/5
587,19,通俄门检察官穆勒向美司法部提交报告后有何建议,21.244007,6942,0,司法部：2020年开展规范律师与司法人员接触交往专项整治,2020/1/20
588,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.920475,2135,0,巴黎首席检察官：巴黎圣母院火灾排除人为纵火犯罪可能,2019/6/28
589,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.920475,14510,0,美国联邦检察官：特朗普或因煽动骚乱被起诉,2021/1/9
590,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.920475,17187,0,特朗普：否认其集团有任何不当行为，检察官带有偏见,2021/7/2
591,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.61636,12774,0,特朗普下令全面解密有关“通俄门”、希拉里“邮件门”文件,2020/10/8
592,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.51458,1559,0,《华尔街日报》消息，美国司法部准备对谷歌发起反垄断调查,2019/6/2
593,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.147848,16079,0,当地时间4月21日，美司法部长宣布对明尼阿波利斯市警察系统展开全面调查,2021/4/22
594,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.122015,10529,0,前日，青岛，蒙冤检察官改判无罪获赔偿51万，青岛中院副院长当众道歉,2020/6/26
595,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.099321,6174,0,近日，这一案件被美国司法部公之于众,2019/12/17
596,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.099321,7757,0,司法部：全面强化监狱戒毒场所封闭管理，坚决杜绝管理漏洞,2020/2/27
597,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.099321,11681,0,美国司法部：斯诺登流亡后赚取超百万美元演讲费,2020/8/18
598,19,通俄门检察官穆勒向美司法部提交报告后有何建议,20.099321,14495,0,美国司法部：将对袭击国会的部分参与者提起诉讼,2021/1/8
599,19,通俄门检察官穆勒向美司法部提交报告后有何建议,19.700542,14511,0,美国司法部：13人将面临国会大厦抗议冲突引发的联邦指控,2021/1/9
600,19,通俄门检察官穆勒向美司法部提交报告后有何建议,19.502106,14668,0,当地时间1月18日，美司法部：一女子涉嫌计划将佩洛西被盗电脑转交俄方，已被捕,2021/1/20
601,19,通俄门检察官穆勒向美司法部提交报告后有何建议,19.403728,13059,0,当地时间10月20日，美国司法部向谷歌发起反垄断诉讼，系20年来最大规模反垄断案,2020/10/21
602,19,通俄门检察官穆勒向美司法部提交报告后有何建议,19.13761,3376,0,在马科波洛斯报告“通用电气财务欺诈”后，通用电气正配合美国司法部和证交会进行财务调查,2019/8/19
603,19,通俄门检察官穆勒向美司法部提交报告后有何建议,18.948643,2208,0,美国司法部近日扩大对波音调查范围：从737MAX扩至787,2019/7/1
604,19,通俄门检察官穆勒向美司法部提交报告后有何建议,18.948643,9705,0,沙特司法部5月19日宣布正式废除鞭刑，改以监禁和罚金代替,2020/5/21
605,19,通俄门检察官穆勒向美司法部提交报告后有何建议,18.948643,13944,0,美国司法部长巴尔突然宣布：美国大选没有大规模舞弊问题,2020/12/3
606,19,通俄门检察官穆勒向美司法部提交报告后有何建议,18.89647,11975,0,当地时间8月28日，美国司法部发布声明：两名中国籍高校研究人员因涉嫌破坏证据在美被捕,2020/8/31
607,19,通俄门检察官穆勒向美司法部提交报告后有何建议,18.694973,10529,0,蒙冤检察官要求依法对制造这起冤假错案的办案法官等责任人追责,2020/6/26
608,19,通俄门检察官穆勒向美司法部提交报告后有何建议,18.593811,8296,0,亚马逊要求客户配合美国司法部：对违规的第三方卖家展开调查,2020/3/21
